Park Code,Park Name,State,Acres,Latitude,Longitude,Description,Activities,Topics,WeatherInfo
OLYM,Olympic National Park,WA,922651,47.97,-123.5,"With its incredible range of precipitation and elevation, diversity is the hallmark of Olympic National Park. Encompassing nearly a million acres, the park protects a vast wilderness, thousands of years of human history, and several distinctly different ecosystems, including glacier-capped mountains, old-growth temperate rain forests, and over 70 miles of wild coastline. Come explore!","['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Downhill Skiing', 'Snow Play', 'Snowshoeing', 'Surfing', 'Swimming', 'Pool Swimming', 'Freshwater Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Archeology', 'Colonization and Settlement', 'Dams', 'Explorers and Expeditions', 'Maritime', 'Coastal Defenses', 'Lighthouses', 'Ships and Shipwrecks', 'Native American Heritage', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Coasts, Islands and Atolls', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Deciduous Forests', 'Rainforest', 'Geology', 'Geothermal', 'Hot Springs', 'Glaciers', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'Oceans', 'Whales', 'River and Riparian', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Waterfalls', 'Wilderness']","Summers tend to be fair and warm, with high temperatures between 65 and 75 degrees F. July, August and September are the driest months, with heavier precipitation during the rest of the year. While winters are mild at lower elevation, snowfall can be heavy in the mountains. It is common for different weather conditions to exist within the park at the same time. At any time of year, visitors should come prepared for a variety of conditions."
PEFO,Petrified Forest National Park,AZ,93533,35.07,-109.78,"Park Hours: 8am to 6pm, MST. Don't forget that Arizona does not observe Daylight Savings. We are an hour earlier than New Mexico, Utah, and the Navajo Nation. Would you like to see the park film? It is located at the park's YouTube Channel as well as the giftshop at Rainbow Forest.","['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Horse Camping (see also Horse/Stock Use)', 'Compass and GPS', 'Geocaching', 'Orienteering', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Archeology', 'Ruins', 'Arts', 'Painting', 'Photography', 'Explorers and Expeditions', 'Farming and  Agriculture', 'Great Depression', 'Hispanic American Heritage', 'Latino American Heritage', 'LGBTQ American Heritage', 'Migrations', 'Native American Heritage', 'Science, Technology and Innovation', 'Social Movements', 'Conservation Movement', 'Transportation', 'Roads, Routes and Highways', 'Trains and Railroads', 'Westward Expansion', 'Homesteading', ""Women's History"", 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Climate Change', 'Dunes', 'Foothills, Plains and Valleys', 'Plateaus and Mesas', 'Fossils and Paleontology', 'Dinosaur', 'Petrified Wood', 'Geology', 'Grasslands', 'Prairies', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Thickets and Shrublands', 'Trails', 'Wilderness']",Petrified Forest National Park is a semi-arid grassland. Temperatures range from above 100° F (38° C) to well below freezing. About 10 inches (25.4 cm) of moisture comes during infrequent snow in the winter and often dramatic summer thunder-storms. Animals and plants are adapted to extremes in temperature and moisture. You should be ready too. Check out the forecast before you arrive and plan accordingly.
PINN,Pinnacles National Park,CA,26606,36.48,-121.16,"Some 23 million years ago multiple volcanoes erupted, flowed, and slid to form what would become Pinnacles National Park. What remains is a unique landscape. Travelers journey through chaparral, oak woodlands, and canyon bottoms. Hikers enter rare talus caves and emerge to towering rock spires teeming with life: prairie and peregrine falcons, golden eagles, and the inspiring California condor.","['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Climbing', 'Rock Climbing', 'Food', 'Picnicking', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Archeology', 'Colonization and Settlement', 'Dams', 'Engineering', 'Enslavement', 'Explorers and Expeditions', 'Farming and  Agriculture', 'Ranches', 'Great Depression', 'Hispanic American Heritage', 'Industry', 'Mining', 'Immigration', 'Latino American Heritage', 'Migrations', 'Military', 'US Army', 'Native American Heritage', 'Presidents', 'Religion and Spirituality', 'Missions', 'Schools and Education', 'Science, Technology and Innovation', 'Social Movements', 'Conservation Movement', 'Transportation', 'Bridges', 'Roads, Routes and Highways', 'Tunnels', 'Tragic Events', 'Catastrophic Fires', 'Floods', 'Wars and Conflicts', 'Spanish-American War', 'Cold War', 'Westward Expansion', 'Homesteading', 'The Gold Rush', 'Ancient Seas', 'Animals', 'Birds', 'Cats (wild)', 'Fish', 'Tortoises and Turtles', 'Wolves', 'Caves, Caverns and Karst', 'Canyons and Canyonlands', 'Climate Change', 'Fire', 'Foothills, Plains and Valleys', 'Forests and Woodlands', 'Coniferous Forests', 'Deciduous Forests', 'Fossils and Paleontology', 'Geology', 'Mineral Deposits', 'Groundwater', 'Aquifers', 'Freshwater Springs', 'Grasslands', 'Meadows', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Thickets and Shrublands', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Volcanoes', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']","Pinnacles National Park has a Mediterranean climate with hot, dry summers, and mild winters with moderate precipitation. The park is several miles inland from the Pacific Ocean. A wider variation in seasonal temperatures can be expected in the local area. Summers are hot with temperatures above 100 degrees. Winters are cooler with highs in the 60s. Big swings in temperature occur between day and night, year round."
REDW,Redwood National Park,CA,112512,41.3,-124.0,"Most people know Redwood as home to the tallest trees on Earth. But the Parks also protect vast prairies, oak woodlands, wild rivers, and 40 miles of rugged coastline. People have lived in this verdant landscape since time immemorial. Together, the National Park Service and California State Parks are managing and restoring these lands for the inspiration, enjoyment, and education of all.","['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'River Tubing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Colonization and Settlement', 'Farming and  Agriculture', 'Ranches', 'Industry', 'Mills', 'Logging and Timber Cutting', 'Maritime', 'Coastal Defenses', 'Native American Heritage', 'Social Movements', 'Conservation Movement', 'Transportation', 'Roads, Routes and Highways', 'Tragic Events', 'Massacres', 'Wars and Conflicts', 'Tribal Conflicts', 'Indian and Frontier Wars', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Geology', 'Groundwater', 'Grasslands', 'Prairies', 'Oceans', 'Whales', 'River and Riparian', 'Scenic Views', 'Unique Species', 'Rare', 'Endangered', 'Watersheds', 'Headwaters', 'Wilderness']","Visitors should be prepared for cooler and damp weather. Dress in layers and expect to get wet. Year-round temperatures along California's redwood coast: mid-40s°F (7°C) to mid-60s°F (18°C). Summer can be foggy, with highs occasionally reaching low 70s°F (20°C). Winters are cooler with considerable rain. October through April averages 60-80 inches of rain over the region."
ROMO,Rocky Mountain National Park,CO,265828,40.4,-105.58,"Rocky Mountain National Park's 415 square miles (265,807 acres) encompasses a spectacular range of mountain environments. From meadows found in the montane life zone to glistening alpine lakes and up to the towering mountain peaks, there is something for everyone to discover. Along the way explore over 300 miles of hiking trails and incredible wildlife viewing.","['Auto and ATV', 'Scenic Driving', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Fishing', 'Food', 'Picnicking', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Arts', 'Native American Heritage', 'Transportation', 'Roads, Routes and Highways', 'Tragic Events', 'Floods', 'Westward Expansion', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Glaciers', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Scenic Views', 'Trails', 'Wetlands', 'Wilderness']","Winter (Dec–Mar): cold weather, deep snow at higher elevations, and seasonal closures of facilities and roads. Spring (April–May): unpredictable weather, with a mix of warm sunny days and cool days with heavy snow and rain. Many trails are still snow-covered. Trail Ridge Road opens in late May. Summer (Jun–Aug): warmer weather, thunderstorms, and wildflowers. Most park roads and facilities are open. Fall (Sep–Nov): crisp air, blue skies, fall colors, and the elk rut. Trail Ridge Road closes mid-October."
SAGU,Saguaro National Park,AZ,91440,32.25,-110.5,"Tucson, Arizona is home to the nation's largest cacti. The giant saguaro is the universal symbol of the American west. These majestic plants, found only in a small portion of the United States, are protected by Saguaro National Park, to the east and west of the modern city of Tucson. Here you have a chance to see these enormous cacti, silhouetted by the beauty of a magnificent desert sunset.","['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Junior Ranger Program']","['Archeology', 'Industry', 'Mining', 'Native American Heritage', 'Schools and Education', 'Westward Expansion', 'Homesteading', 'Animals', 'Fire', 'Fossils and Paleontology', 'Geology', 'River and Riparian', 'Scenic Views', 'Trails', 'Wilderness']","Winter Season With daytime temperature from the low 50's to the high 70's Summer Season As we get deeper into the summer season, temperatures will range from mid-90's to low 110's. This is a great time to experience the desert as the day breaks or in the late of the day as the sun disappears behind the surrounding mountain ranges. During the late spring and summer months Saguaro National Park only offers interpretive programs on an intermittent basis."
SEKI,Sequoia and Kings Canyon National Parks,CA,865952,36.43,-118.68,"Huge mountains, rugged foothills, deep canyons, vast caverns, and the world’s largest trees exemplify the diversity of landscapes, life, and beauty here. Explore these pages to learn about the plants and animals here and the threats they face. Our ancient giant sequoias may seem invincible, but they, too are vulnerable.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Caving', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['African American Heritage', 'Arts', 'Painting', 'Photography', 'Poetry and Literature', 'Transportation', 'Roads, Routes and Highways', 'Animals', 'Birds', 'Caves, Caverns and Karst', 'Canyons and Canyonlands', 'Climate Change', 'Fire', 'Foothills, Plains and Valleys', 'Forests and Woodlands', 'Coniferous Forests', 'Geology', 'Grasslands', 'Meadows', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Watersheds', 'Headwaters', 'Wilderness']","Because of the extreme elevation range in these parks, weather conditions vary widely between areas. In summer, the sequoia groves have comfortable temperatures and the foothills are hot and dry. Snow lingers on high-mountain passes well into summer. In fall, some areas close or reduce their hours. Winter brings snow to sequoia groves and rain to the foothills. Be prepared for tire chain requirements. Spring is a great time to hike in the foothills and snow begins to melt at higher elevations."
SHEN,Shenandoah National Park,VA,199045,38.53,-78.35,"Just 75 miles from the bustle of Washington, D.C., Shenandoah National Park is a land bursting with cascading waterfalls, spectacular vistas, fields of wildflowers, and quiet wooded hollows. With over 200,000 acres of protected lands that are haven to deer, songbirds, and black bear, there's so much to explore...and your journey begins right here!","['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Food', 'Dining', 'Picnicking', 'Hands-On', 'Citizen Science', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Arts', 'Great Depression', 'Presidents', 'Schools and Education', 'Transportation', 'Roads, Routes and Highways', 'Ancient Seas', 'Animals', 'Birds', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Grasslands', 'Meadows', 'Mountains', 'Night Sky', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Endangered', 'Watersheds', 'Waterfalls', 'Wilderness']","Shenandoah National Park has four very distinct seasons. Spring typically brings mild temperatures, rain, and wildflowers. Summer brings lush green forests, but can be hot and very humid. Fall follows with cooler temperatures and spectacular fall foliage. Winter can bring snow and ice. The park spans roughly 100 miles, which means that weather can vary greatly depending on your location. The mountain is usually 10°F cooler than the valley below. Always check the forecast, dress in layers, and be prepared."
THRO,Theodore Roosevelt National Park,ND,70447,46.97,-103.45,"When Theodore Roosevelt came to Dakota Territory to hunt bison in 1883, he was a skinny, young, spectacled dude from New York. He could not have imagined how his adventure in this remote and unfamiliar place would forever alter the course of the nation. The rugged landscape and strenuous life that TR experienced here would help shape a conservation policy that we still benefit from today.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Colonization and Settlement', 'Farming and  Agriculture', 'Ranches', 'Great Depression', 'Presidents', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Bison', 'Cats (wild)', 'Elk', 'Fish', 'Horses (wild)', 'Tortoises and Turtles', 'Fossils and Paleontology', 'Petrified Wood', 'Geology', 'Mineral Deposits', 'Grasslands', 'Prairies', 'Night Sky', 'Astronomy', 'Aurora Borealis', 'River and Riparian', 'Rock Landscapes and Features', 'Buttes', 'Scenic Views', 'Wilderness']","In winter, some or all park roads may be closed due to snow."
VOYA,Voyageurs National Park,MN,218200,48.5,-92.88,"With 218,055 acres, Voyageurs National Park is an adventure wonderland all year long full of exposed rock ridges, cliffs, wetlands, forests, streams and lakes. This is a place of transition between land and aquatic ecosystems, between southern boreal and northern hardwood forests, and between wild and developed areas. Whether you are exploring by land, water or ice there is something for everyone.","['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Aviation', 'Dams', 'Industry', 'Mills', 'Mining', 'Logging and Timber Cutting', 'Landscape Design', 'Native American Heritage', 'Schools and Education', 'Transportation', 'Roads, Routes and Highways', 'Westward Expansion', 'The Gold Rush', 'Animals', 'Birds', 'Cats (wild)', 'Fish', 'Wolves', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Deciduous Forests', 'Geology', 'Glaciers', 'Lakes', 'Natural Sounds', 'Night Sky', 'Astronomy', 'Aurora Borealis', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Wetlands', 'Marshes', 'Swamps', 'Wilderness']","There are four distinct seasons in Voyageur country. The air is temperate during June, July, and August when periods of fine, mild weather prevail. The frost-free season averages 120 days from June to mid-September. The average ice-out date is May 3 but varies year to year. Annual precipitation (rain and snow) averages 25-28 inches in the park and snowfall ranges from 55-70 inches, but is highly variable. The first measurable snowfall occurs in late October and the last in late April or early May."
WICA,Wind Cave National Park,SD,28295,43.57,-103.48,"Bison, elk, and other wildlife roam the rolling prairie grasslands and forested hillsides of one of America's oldest national parks. Below the remnant island of intact prairie sits Wind Cave, one of the longest and most complex caves in the world. Named for barometric winds at its entrance, this maze of passages is home to boxwork, a unique formation rarely found elsewhere.","['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Farming and  Agriculture', 'Ranches', 'Native American Heritage', 'Transportation', 'Bridges', 'Westward Expansion', 'Homesteading', 'Animals', 'Alligators or Crocodiles', 'Birds', 'Bison', 'Cats (wild)', 'Elk', 'Fish', 'Wolves', 'Caves, Caverns and Karst', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Fossils and Paleontology', 'Geology', 'Groundwater', 'Aquifers', 'Grasslands', 'Prairies', 'Night Sky', 'Astronomy', 'Scenic Views', 'Trails', 'Unique Species', 'Endangered']","Spring: Highs range from 50-70°F with highly variable weather. Spring is the park's wettest season. Summer: Hot and generally dry with daytime temperatures regularly exceeding 80°F (27°C). Strong thunderstorms are common and can produce large hail and lightning. Fall: Generally dry with warm days and cool nights. Highs 50-60°F. Lows below freezing are common. Winter: Highs are in the high 30s with lows around 10°F. Snowfall averages 30 inches annually, periodically closing park roads."
WRST,Wrangell - St Elias National Park and Preserve,AK,8323148,61.0,-142.0,"Wrangell-St. Elias is a vast national park that rises from the ocean all the way up to 18,008 ft. At 13.2 million acres, the park is the same size as Yellowstone National Park, Yosemite National Park, and Switzerland combined! Within this wild landscape, people continue to live off the land as they have done for centuries. This rugged, beautiful land is filled with opportunities for adventure.","['Arts and Culture', 'Auto and ATV', 'ATV Off-Roading', 'Auto Off-Roading', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Canyoneering', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Hunting', 'Paddling', 'Whitewater Rafting', 'Junior Ranger Program', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Arts', 'Photography', 'Aviation', 'Explorers and Expeditions', 'Native American Heritage', 'Animals', 'Birds', 'Bison', 'Cats (wild)', 'Fish', 'Wolves', 'Arctic', 'Tundra', 'Climate Change', 'Coasts, Islands and Atolls', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Fossils and Paleontology', 'Dinosaur', 'Geology', 'Mineral Deposits', 'Glaciers', 'Lakes', 'Mountains', 'Night Sky', 'Aurora Borealis', 'Trails', 'Volcanoes', 'Watersheds', 'Wilderness']",Varies widely depending on location in park and time of year. Visit https://www.nps.gov/wrst/planyourvisit/weather.htm for detailed information.
YELL,Yellowstone National Park,"WY, MT, ID",2219791,44.6,-110.5,"On March 1, 1872, Yellowstone became the first national park for all to enjoy the unique hydrothermal wonders. Today, millions of people come here each year to camp, hike, and enjoy the majesty of the park.","['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Explorers and Expeditions', 'Forts', 'Migrations', 'Military', 'Cavalry', 'US Army', 'Indigenous and Native Warrior', 'Native American Heritage', 'Science, Technology and Innovation', 'Social Movements', 'Conservation Movement', 'Transportation', 'Roads, Routes and Highways', 'Wars and Conflicts', 'Tribal Conflicts', 'Indian and Frontier Wars', 'Westward Expansion', 'Animals', 'Birds', 'Bison', 'Cats (wild)', 'Elk', 'Fish', 'Wolves', 'Canyons and Canyonlands', 'Climate Change', 'Fire', 'Foothills, Plains and Valleys', 'Forests and Woodlands', 'Coniferous Forests', 'Fossils and Paleontology', 'Petrified Wood', 'Geology', 'Groundwater', 'Aquifers', 'Freshwater Springs', 'Geothermal', 'Hot Springs', 'Geysers', 'Glaciers', 'Grasslands', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Thickets and Shrublands', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Volcanoes', 'Watersheds', 'Waterfalls', 'Wetlands', 'Wilderness']","Yellowstone's weather can vary quite a bit, even in a single day. In the summer, daytime highs can exceed 70°F (21°C), only to drop 20 or more degrees when a thunderstorm rolls through. It can snow during any month of the year, and winter lows frequently drop below 0°F (-18°C), especially at night. Bring a range of clothing options, including a warm jacket and rain gear, even in the summer."
YOSE,Yosemite National Park,CA,761266,37.83,-119.5,"Not just a great valley, but a shrine to human foresight, the strength of granite, the power of glaciers, the persistence of life, and the tranquility of the High Sierra. First protected in 1864, Yosemite National Park is best known for its waterfalls, but within its nearly 1,200 square miles, you can find deep valleys, grand meadows, ancient giant sequoias, a vast wilderness area, and much more.","['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Climbing', 'Fishing', 'Food', 'Guided Tours', 'Hands-On', 'Hiking', 'Backcountry Hiking', 'Horse Trekking', 'Horseback Riding', 'Ice Skating', 'Living History', 'Paddling', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'African American Heritage', 'Archeology', 'Arts', 'Painting', 'Photography', 'Asian American Heritage', 'Burial, Cemetery and Gravesite', 'Native American Heritage', 'Religion and Spirituality', 'Churches', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Tragic Events', 'Floods', ""Women's History"", 'Animals', 'Birds', 'Cats (wild)', 'Fish', 'Climate Change', 'Fire', 'Foothills, Plains and Valleys', 'Forests and Woodlands', 'Geology', 'Glaciers', 'Grasslands', 'Meadows', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Watersheds', 'Waterfalls', 'Wetlands', 'Wilderness']","Yosemite National Park covers nearly 1,200 square miles (3,100 square km) in the Sierra Nevada, with elevations ranging from about 2,000 feet (600 m) to 13,000 ft (4,000 m). Yosemite receives 95% of its precipitation between October and May (and over 75% between November and March). Most of Yosemite is blanketed in snow from about November through May. (Yosemite Valley can be rainy or snowy in any given winter storm.)"
